  card           ,code            ,rgb             ,hex    ,name              ,domain        
  PQ_4967-colors ,PQ-5535C        ,"rgb(24,48,40)   ",#183028,                  ,product-design
  PQ_4967-colors ,PQ-5605C        ,"rgb(34,55,43)   ",#22372B,                  ,product-design
  PQ_4967-colors ,PQ-627C         ,"rgb(19,50,43)   ",#13322B,                  ,product-design
  PQ_4967-colors ,PQ-7547C        ,"rgb(19,30,41)   ",#131E29,                  ,product-design
  PQ_4967-colors ,PQ-Black2C      ,"rgb(51,47,33)   ",#332F21,                  ,product-design
  PQ_4967-colors ,PQ-Black3C      ,"rgb(33,39,33)   ",#212721,                  ,product-design
  PQ_4967-colors ,PQ-Black4C      ,"rgb(49,38,29)   ",#31261D,                  ,product-design
  PQ_4967-colors ,PQ-Black6C      ,"rgb(16,24,32)   ",#101820,                  ,product-design
  PQ_4967-colors ,PQ-BlackC       ,"rgb(45,41,38)   ",#2D2926,                  ,product-design
  PQ_4967-colors ,PQ-2965C        ,"rgb(0,38,62)    ",#00263E,                  ,product-design
  PQ_4967-colors ,PQ-2217C        ,"rgb(0,58,64)    ",#003A40,                  ,product-design
  PQ_4967-colors ,PQ-289C         ,"rgb(12,35,64)   ",#0C2340,                  ,product-design
  PQ_4967-colors ,PQ-282C         ,"rgb(4,30,66)    ",#041E42,                  ,product-design
  PQ_4967-colors ,PQ-275C         ,"rgb(32,23,71)   ",#201747,                  ,product-design
  PQ_4967-colors ,PQ-2765C        ,"rgb(32,21,71)   ",#201547,                  ,product-design
  PQ_4967-colors ,PQ-2189C        ,"rgb(0,51,73)    ",#003349,                  ,product-design
  PQ_4967-colors ,PQ-2768C        ,"rgb(7,29,73)    ",#071D49,                  ,product-design
  PQ_4967-colors ,PQ-7463C        ,"rgb(0,43,73)    ",#002B49,                  ,product-design
  PQ_4967-colors ,PQ-2766C        ,"rgb(20,27,77)   ",#141B4D,                  ,product-design
  PQ_4967-colors ,PQ-655C         ,"rgb(0,37,84)    ",#002554,                  ,product-design
  PQ_4967-colors ,PQ-281C         ,"rgb(0,32,91)    ",#00205B,                  ,product-design
  PQ_4967-colors ,PQ-295C         ,"rgb(0,40,85)    ",#002855,                  ,product-design
  PQ_4967-colors ,PQ-2757C        ,"rgb(0,30,96)    ",#001E60,                  ,product-design
  PQ_4967-colors ,PQ-2758C        ,"rgb(0,30,98)    ",#001E62,                  ,product-design
  PQ_4967-colors ,PQ-309C         ,"rgb(0,59,73)    ",#003B49,                  ,product-design
  PQ_4967-colors ,PQ-274C         ,"rgb(33,21,81)   ",#211551,                  ,product-design
  PQ_4967-colors ,PQ-2767C        ,"rgb(19,41,75)   ",#13294B,                  ,product-design
  PQ_4967-colors ,PQ-540C         ,"rgb(0,48,87)    ",#003057,                  ,product-design
  PQ_4967-colors ,PQ-2748C        ,"rgb(0,24,113)   ",#001871,                  ,product-design
  PQ_4967-colors ,PQ-662C         ,"rgb(0,26,112)   ",#001A70,                  ,product-design
  PQ_4967-colors ,PQ-648C         ,"rgb(0,46,93)    ",#002E5D,                  ,product-design
  PQ_4967-colors ,PQ-280C         ,"rgb(1,33,105)   ",#012169,                  ,product-design
  PQ_4967-colors ,PQ-2747C        ,"rgb(0,26,114)   ",#001A72,                  ,product-design
  PQ_4967-colors ,PQ-2695C        ,"rgb(46,26,71)   ",#2E1A47,                  ,product-design
  PQ_4967-colors ,PQ-2755C        ,"rgb(37,14,98)   ",#250E62,                  ,product-design
  PQ_4967-colors ,PQ-273C         ,"rgb(36,19,95)   ",#24135F,                  ,product-design
  PQ_4967-colors ,PQ-302C         ,"rgb(0,59,92)    ",#003B5C,                  ,product-design
  PQ_4967-colors ,PQ-2745C        ,"rgb(40,0,113)   ",#280071,                  ,product-design
  PQ_4967-colors ,PQ-19-4038TCX   ,"rgb(18,56,80)   ",#123850,Gibraltar Sea     ,product-design
  PQ_4967-colors ,PQ-19-4034TCX   ,"rgb(14,58,83)   ",#0E3A53,Sailor Blue       ,product-design
  PQ_4967-colors ,PQ-2738C        ,"rgb(6,3,141)    ",#06038D,                  ,product-design
  PQ_4967-colors ,PQ-294C         ,"rgb(0,47,108)   ",#002F6C,                  ,product-design
  PQ_4967-colors ,PQ-2147C        ,"rgb(0,38,119)   ",#002677,                  ,product-design
  PQ_4967-colors ,PQ-ReflexBlueC  ,"rgb(0,20,137)   ",#001489,                  ,product-design
  PQ_4967-colors ,PQ-2955C        ,"rgb(0,56,101)   ",#003865,                  ,product-design
  PQ_4967-colors ,PQ-288C         ,"rgb(0,45,114)   ",#002D72,                  ,product-design
  PQ_4967-colors ,PQ-2756C        ,"rgb(21,31,109)  ",#151F6D,                  ,product-design
  PQ_4967-colors ,PQ-2685C        ,"rgb(51,0,114)   ",#330072,                  ,product-design
  PQ_4967-colors ,PQ-654C         ,"rgb(0,58,112)   ",#003A70,                  ,product-design
  PQ_4967-colors ,PQ-541C         ,"rgb(0,60,113)   ",#003C71,                  ,product-design
  PQ_4967-colors ,PQ-3535C        ,"rgb(55,1,120)   ",#370178,                  ,product-design
  PQ_4967-colors ,PQ-3542C        ,"rgb(46,19,115)  ",#2E1373,                  ,product-design
  PQ_4967-colors ,PQ-Blue072C     ,"rgb(16,6,159)   ",#10069F,                  ,product-design
  PQ_4967-colors ,PQ-287C         ,"rgb(0,48,135)   ",#003087,                  ,product-design
  PQ_4967-colors ,PQ-2735C        ,"rgb(46,0,139)   ",#2E008B,                  ,product-design
  PQ_4967-colors ,PQ-3591C        ,"rgb(20,46,123)  ",#142E7B,                  ,product-design
  PQ_4967-colors ,PQ-2372C        ,"rgb(40,30,120)  ",#281E78,                  ,product-design
  PQ_4967-colors ,PQ-DarkBlueC    ,"rgb(0,35,156)   ",#00239C,                  ,product-design
  PQ_4967-colors ,PQ-2146C        ,"rgb(0,53,142)   ",#00358E,                  ,product-design
  PQ_4967-colors ,PQ-2746C        ,"rgb(23,28,143)  ",#171C8F,                  ,product-design
  PQ_4967-colors ,PQ-2371C        ,"rgb(51,5,141)   ",#33058D,                  ,product-design
  PQ_4967-colors ,PQ-661C         ,"rgb(0,53,148)   ",#003594,                  ,product-design
  PQ_4967-colors ,PQ-286C         ,"rgb(0,51,160)   ",#0033A0,                  ,product-design
  PQ_4967-colors ,PQ-2736C        ,"rgb(30,34,170)  ",#1E22AA,                  ,product-design
  PQ_4967-colors ,PQ-2370C        ,"rgb(47,42,149)  ",#2F2A95,                  ,product-design
  PQ_4967-colors ,PQ-19-3952TCX   ,"rgb(32,60,127)  ",#203C7F,Surf the Web      ,product-design
  PQ_4967-colors ,PQ-2105C        ,"rgb(57,32,124)  ",#39207C,                  ,product-design
  PQ_4967-colors ,PQ-2126C        ,"rgb(48,58,178)  ",#303AB2,                  ,product-design
  PQ_4967-colors ,PQ-3597C        ,"rgb(33,54,110)  ",#21366E,                  ,product-design
  PQ_4967-colors ,PQ-8783C        ,"rgb(29,54,109)  ",#1D366D,                  ,product-design
  PQ_4967-colors ,PQ-19-3864TCX   ,"rgb(39,60,118)  ",#273C76,Mazarine Blue     ,product-design
  PQ_4967-colors ,PQ-2118C        ,"rgb(52,53,121)  ",#343579,                  ,product-design
  PQ_4967-colors ,PQ-19-3951TCX   ,"rgb(54,59,124)  ",#363B7C,Clematis Blue     ,product-design
  PQ_4967-colors ,PQ-8782C        ,"rgb(50,53,114)  ",#323572,                  ,product-design
  PQ_4967-colors ,PQ-293C         ,"rgb(0,61,165)   ",#003DA5,                  ,product-design
  PQ_4967-colors ,PQ-2145C        ,"rgb(0,78,168)   ",#004EA8,                  ,product-design
  PQ_4967-colors ,PQ-2728C        ,"rgb(0,71,187)   ",#0047BB,                  ,product-design
  PQ_4967-colors ,PQ-2388C        ,"rgb(0,80,181)   ",#0050B5,                  ,product-design
  PQ_4967-colors ,PQ-VioletC      ,"rgb(68,0,153)   ",#440099,                  ,product-design
  PQ_4967-colors ,PQ-2945C        ,"rgb(0,76,151)   ",#004C97,                  ,product-design
  PQ_4967-colors ,PQ-2091C        ,"rgb(76,18,161)  ",#4C12A1,                  ,product-design
  PQ_4967-colors ,PQ-19-4045TCX   ,"rgb(0,75,141)   ",#004B8D,Lapis Blue        ,product-design
  PQ_4967-colors ,PQ-MediumPurpleC,"rgb(78,0,142)   ",#4E008E,                  ,product-design
  PQ_4967-colors ,PQ-2186C        ,"rgb(0,73,134)   ",#004986,                  ,product-design
  PQ_4967-colors ,PQ-2369C        ,"rgb(59,63,182)  ",#3B3FB6,                  ,product-design
  PQ_4967-colors ,PQ-301C         ,"rgb(0,75,135)   ",#004B87,                  ,product-design
  PQ_4967-colors ,PQ-2098C        ,"rgb(74,37,170)  ",#4A25AA,                  ,product-design
  PQ_4967-colors ,PQ-2154C        ,"rgb(0,70,128)   ",#004680,                  ,product-design
  PQ_4967-colors ,PQ-10249C       ,"rgb(30,66,148)  ",#1E4294,                  ,product-design
  PQ_4967-colors ,PQ-19-4049TCX   ,"rgb(3,79,132)   ",#034F84,Snorkel Blue      ,product-design
  PQ_4967-colors ,PQ-2187C        ,"rgb(0,70,119)   ",#004677,                  ,product-design
  PQ_4967-colors ,PQ-7693C        ,"rgb(0,73,118)   ",#004976,                  ,product-design
  PQ_4967-colors ,PQ-7687C        ,"rgb(29,66,138)  ",#1D428A,                  ,product-design
  PQ_4967-colors ,PQ-2368C        ,"rgb(77,73,190)  ",#4D49BE,                  ,product-design
  PQ_4967-colors ,PQ-19-4050TCX   ,"rgb(26,80,145)  ",#1A5091,Nautical Blue     ,product-design
  PQ_4967-colors ,PQ-19-4052TCX   ,"rgb(15,76,129)  ",#0F4C81,Classic Blue      ,product-design
  PQ_4967-colors ,PQ-7686C        ,"rgb(29,79,145)  ",#1D4F91,                  ,product-design
  PQ_4967-colors ,PQ-19-4056TCX   ,"rgb(26,76,139)  ",#1A4C8B,Blue Iolite       ,product-design
  PQ_4967-colors ,PQ-10248C       ,"rgb(44,79,153)  ",#2C4F99,                  ,product-design
  PQ_4967-colors ,PQ-2104C        ,"rgb(72,54,152)  ",#483698,                  ,product-design
  PQ_4967-colors ,PQ-18-3949TCX   ,"rgb(56,80,160)  ",#3850A0,Dazzling Blue     ,product-design
  PQ_4967-colors ,PQ-2367C        ,"rgb(79,76,177)  ",#4F4CB1,                  ,product-design
  PQ_4967-colors ,PQ-2117C        ,"rgb(68,73,156)  ",#44499C,                  ,product-design
  PQ_4967-colors ,PQ-10243C       ,"rgb(70,69,152)  ",#464598,                  ,product-design
  PQ_4967-colors ,PQ-548C         ,"rgb(0,61,76)    ",#003D4C,                  ,product-design
  PQ_4967-colors ,PQ-2411C        ,"rgb(28,66,32)   ",#1C4220,                  ,product-design
  PQ_4967-colors ,PQ-3308C        ,"rgb(3,70,56)    ",#034638,                  ,product-design
  PQ_4967-colors ,PQ-3035C        ,"rgb(0,62,81)    ",#003E51,                  ,product-design
  PQ_4967-colors ,PQ-2188C        ,"rgb(0,66,106)   ",#00426A,                  ,product-design
  PQ_4967-colors ,PQ-7694C        ,"rgb(1,66,106)   ",#01426A,                  ,product-design
  PQ_4967-colors ,PQ-3584C        ,"rgb(51,61,121)  ",#333D79,                  ,product-design
  PQ_4967-colors ,PQ-8784C        ,"rgb(38,67,123)  ",#26437B,                  ,product-design
  PQ_4967-colors ,PQ-19-4150TCX   ,"rgb(0,83,156)   ",#00539C,Princess Blue     ,product-design
  PQ_4967-colors ,PQ-19-4151TCX   ,"rgb(0,88,155)   ",#00589B,Skydiver          ,product-design
  PQ_4967-colors ,PQ-2132C        ,"rgb(9,87,195)   ",#0957C3,                  ,product-design
  PQ_4967-colors ,PQ-2935C        ,"rgb(0,87,184)   ",#0057B8,                  ,product-design
  PQ_4967-colors ,PQ-18-4148TCX   ,"rgb(8,88,157)   ",#08589D,Victoria Blue     ,product-design
  PQ_4967-colors ,PQ-19-4245TCX   ,"rgb(0,90,146)   ",#005A92,Imperial Blue     ,product-design
  PQ_4967-colors ,PQ-2133C        ,"rgb(28,87,165)  ",#1C57A5,                  ,product-design
  PQ_4967-colors ,PQ-7462C        ,"rgb(0,85,140)   ",#00558C,                  ,product-design
  PQ_4967-colors ,PQ-7692C        ,"rgb(0,85,135)   ",#005587,                  ,product-design
  PQ_4967-colors ,PQ-2131C        ,"rgb(54,90,189)  ",#365ABD,                  ,product-design
  PQ_4967-colors ,PQ-3590C        ,"rgb(60,83,154)  ",#3C539A,                  ,product-design
  PQ_4967-colors ,PQ-7685C        ,"rgb(44,86,151)  ",#2C5697,                  ,product-design
  PQ_4967-colors ,PQ-3537C        ,"rgb(0,72,43)    ",#00482B,                  ,product-design
  PQ_4967-colors ,PQ-8185C        ,"rgb(39,78,131)  ",#274E83,                  ,product-design
  PQ_4967-colors ,PQ-2387C        ,"rgb(7,98,200)   ",#0762C8,                  ,product-design
  PQ_4967-colors ,PQ-300C         ,"rgb(0,94,184)   ",#005EB8,                  ,product-design
  PQ_4967-colors ,PQ-18-4244TCX   ,"rgb(0,97,163)   ",#0061A3,Directoire Blue   ,product-design
  PQ_4967-colors ,PQ-2384C        ,"rgb(0,97,160)   ",#0061A0,                  ,product-design
  PQ_4967-colors ,PQ-3015C        ,"rgb(0,98,155)   ",#00629B,                  ,product-design
  PQ_4967-colors ,PQ-7691C        ,"rgb(0,98,152)   ",#006298,                  ,product-design
  PQ_4967-colors ,PQ-18-4045TCX   ,"rgb(15,95,154)  ",#0F5F9A,Daphne            ,product-design
  PQ_4967-colors ,PQ-18-4051TCX   ,"rgb(31,93,160)  ",#1F5DA0,Strong Blue       ,product-design
  PQ_4967-colors ,PQ-10255C       ,"rgb(68,96,162)  ",#4460A2,                  ,product-design
  PQ_4967-colors ,PQ-10261C       ,"rgb(39,94,163)  ",#275EA3,                  ,product-design
  PQ_4967-colors ,PQ-18-3945TCX   ,"rgb(73,96,168)  ",#4960A8,Amparo Blue       ,product-design
  PQ_4967-colors ,PQ-18-4048TCX   ,"rgb(45,98,163)  ",#2D62A3,Nebulas Blue      ,product-design
  PQ_4967-colors ,PQ-2726C        ,"rgb(72,92,199)  ",#485CC7,                  ,product-design
  PQ_4967-colors ,PQ-3506C        ,"rgb(36,96,167)  ",#2460A7,                  ,product-design
  PQ_4967-colors ,PQ-7455C        ,"rgb(58,93,174)  ",#3A5DAE,                  ,product-design
  PQ_4967-colors ,PQ-8183C        ,"rgb(59,100,161) ",#3B64A1,                  ,product-design
  PQ_4967-colors ,PQ-560C         ,"rgb(29,60,52)   ",#1D3C34,                  ,product-design
  PQ_4967-colors ,PQ-19-4033TCX   ,"rgb(18,57,85)   ",#123955,Poseidon          ,product-design
  PQ_4967-colors ,PQ-19-4120TCX   ,"rgb(15,59,87)   ",#0F3B57,Blue Opal         ,product-design
  PQ_4967-colors ,PQ-534C         ,"rgb(27,54,93)   ",#1B365D,                  ,product-design
  PQ_4967-colors ,PQ-19-4053TCX   ,"rgb(25,81,144)  ",#195190,Turkish Sea       ,product-design
  PQ_4967-colors ,PQ-2144C        ,"rgb(0,103,185)  ",#0067B9,                  ,product-design
  PQ_4967-colors ,PQ-2175C        ,"rgb(0,106,198)  ",#006AC6,                  ,product-design
  PQ_4967-colors ,PQ-2196C        ,"rgb(0,105,177)  ",#0069B1,                  ,product-design
  PQ_4967-colors ,PQ-3553C        ,"rgb(0,108,176)  ",#006CB0,                  ,product-design
  PQ_4967-colors ,PQ-10273C       ,"rgb(0,108,170)  ",#006CAA,                  ,product-design
  PQ_4967-colors ,PQ-18-4250TCX   ,"rgb(0,108,169)  ",#006CA9,Indigo Bunting    ,product-design
  PQ_4967-colors ,PQ-307C         ,"rgb(0,107,166)  ",#006BA6,                  ,product-design
  PQ_4967-colors ,PQ-641C         ,"rgb(0,103,160)  ",#0067A0,                  ,product-design
  PQ_4967-colors ,PQ-2386C        ,"rgb(45,104,196) ",#2D68C4,                  ,product-design
  PQ_4967-colors ,PQ-18-4043TCX   ,"rgb(52,108,176) ",#346CB0,Palace Blue       ,product-design
  PQ_4967-colors ,PQ-2427C        ,"rgb(3,95,29)    ",#035F1D,                  ,product-design
  PQ_4967-colors ,PQ-19-5220TCX   ,"rgb(18,64,60)   ",#12403C,Botanical Garden  ,product-design
  PQ_4967-colors ,PQ-567C         ,"rgb(23,63,53)   ",#173F35,                  ,product-design
  PQ_4967-colors ,PQ-19-5232TCX   ,"rgb(21,70,62)   ",#15463E,Rain Forest       ,product-design
  PQ_4967-colors ,PQ-8483C        ,"rgb(21,68,104)  ",#154468,                  ,product-design
  PQ_4967-colors ,PQ-19-4057TCX   ,"rgb(30,68,119)  ",#1E4477,True Blue         ,product-design
  PQ_4967-colors ,PQ-2174C        ,"rgb(0,118,206)  ",#0076CE,                  ,product-design
  PQ_4967-colors ,PQ-2195C        ,"rgb(0,118,207)  ",#0076CF,                  ,product-design
  PQ_4967-colors ,PQ-285C         ,"rgb(0,114,206)  ",#0072CE,                  ,product-design
  PQ_4967-colors ,PQ-3005C        ,"rgb(0,119,200)  ",#0077C8,                  ,product-design
  PQ_4967-colors ,PQ-18-4140TCX   ,"rgb(0,114,181)  ",#0072B5,French Blue       ,product-design
  PQ_4967-colors ,PQ-18-4247TCX   ,"rgb(0,117,179)  ",#0075B3,Brilliant Blue    ,product-design
  PQ_4967-colors ,PQ-18-4252TCX   ,"rgb(0,119,179)  ",#0077B3,Blue Aster        ,product-design
  PQ_4967-colors ,PQ-18-4440TCX   ,"rgb(0,117,175)  ",#0075AF,Cloisonné         ,product-design
  PQ_4967-colors ,PQ-10272C       ,"rgb(14,118,170) ",#0E76AA,                  ,product-design
  PQ_4967-colors ,PQ-19-5406TCX   ,"rgb(33,54,49)   ",#213631,Pine Grove        ,product-design
  PQ_4967-colors ,PQ-3435C        ,"rgb(21,71,52)   ",#154734,                  ,product-design
  PQ_4967-colors ,PQ-19-5230TCX   ,"rgb(24,74,69)   ",#184A45,Forest Biome      ,product-design
  PQ_4967-colors ,PQ-3302C        ,"rgb(0,76,69)    ",#004C45,                  ,product-design
  PQ_4967-colors ,PQ-3305C        ,"rgb(0,78,66)    ",#004E42,                  ,product-design
  PQ_4967-colors ,PQ-316C         ,"rgb(0,72,81)    ",#004851,                  ,product-design
  PQ_4967-colors ,PQ-3165C        ,"rgb(0,79,89)    ",#004F59,                  ,product-design
  PQ_4967-colors ,PQ-2210C        ,"rgb(7,79,113)   ",#074F71,                  ,product-design
  PQ_4967-colors ,PQ-3025C        ,"rgb(0,79,113)   ",#004F71,                  ,product-design
  PQ_4967-colors ,PQ-2172C        ,"rgb(20,123,209) ",#147BD1,                  ,product-design
  PQ_4967-colors ,PQ-17-4245TCX   ,"rgb(0,124,183)  ",#007CB7,Ibiza Blue        ,product-design
  PQ_4967-colors ,PQ-17-4247TCX   ,"rgb(0,123,178)  ",#007BB2,Diva Blue         ,product-design
  PQ_4967-colors ,PQ-640C         ,"rgb(0,130,186)  ",#0082BA,                  ,product-design
  PQ_4967-colors ,PQ-7461C        ,"rgb(0,125,186)  ",#007DBA,                  ,product-design
  PQ_4967-colors ,PQ-19-5918TCX   ,"rgb(46,61,48)   ",#2E3D30,Mountain View     ,product-design
  PQ_4967-colors ,PQ-2259C        ,"rgb(2,114,35)   ",#027223,                  ,product-design
  PQ_4967-colors ,PQ-7484C        ,"rgb(0,87,63)    ",#00573F,                  ,product-design
  PQ_4967-colors ,PQ-343C         ,"rgb(17,87,64)   ",#115740,                  ,product-design
  PQ_4967-colors ,PQ-7729C        ,"rgb(0,88,68)    ",#005844,                  ,product-design
  PQ_4967-colors ,PQ-330C         ,"rgb(0,83,76)    ",#00534C,                  ,product-design
  PQ_4967-colors ,PQ-561C         ,"rgb(0,89,76)    ",#00594C,                  ,product-design
  PQ_4967-colors ,PQ-7722C        ,"rgb(0,81,81)    ",#005151,                  ,product-design
  PQ_4967-colors ,PQ-19-5217TCX   ,"rgb(3,84,83)    ",#035453,Storm             ,product-design
  PQ_4967-colors ,PQ-3292C        ,"rgb(0,89,79)    ",#00594F,                  ,product-design
  PQ_4967-colors ,PQ-19-4524TCX   ,"rgb(0,88,94)    ",#00585E,Shaded Spruce     ,product-design
  PQ_4967-colors ,PQ-19-4540TCX   ,"rgb(0,82,101)   ",#005265,Deep Lagoon       ,product-design
  PQ_4967-colors ,PQ-8763C        ,"rgb(0,84,108)   ",#00546C,                  ,product-design
  PQ_4967-colors ,PQ-19-4340TCX   ,"rgb(0,88,113)   ",#005871,Lyons Blue        ,product-design
  PQ_4967-colors ,PQ-7470C        ,"rgb(0,90,112)   ",#005A70,                  ,product-design
  PQ_4967-colors ,PQ-7701C        ,"rgb(0,87,118)   ",#005776,                  ,product-design
  PQ_4967-colors ,PQ-7708C        ,"rgb(0,86,112)   ",#005670,                  ,product-design
  PQ_4967-colors ,PQ-18-4434TCX   ,"rgb(0,87,128)   ",#005780,Mykonos Blue      ,product-design
  PQ_4967-colors ,PQ-2153C        ,"rgb(0,86,126)   ",#00567E,                  ,product-design
  PQ_4967-colors ,PQ-308C         ,"rgb(0,88,124)   ",#00587C,                  ,product-design
  PQ_4967-colors ,PQ-18-4231TCX   ,"rgb(9,87,123)   ",#09577B,Blue Sapphire     ,product-design
  PQ_4967-colors ,PQ-19-4048TCX   ,"rgb(21,81,135)  ",#155187,Baleine Blue      ,product-design
  PQ_4967-colors ,PQ-2383C        ,"rgb(39,116,174) ",#2774AE,                  ,product-design
  PQ_4967-colors ,PQ-2173C        ,"rgb(0,132,213)  ",#0084D5,                  ,product-design
  PQ_4967-colors ,PQ-2184C        ,"rgb(0,132,212)  ",#0084D4,                  ,product-design
  PQ_4967-colors ,PQ-2194C        ,"rgb(0,134,214)  ",#0086D6,                  ,product-design
  PQ_4967-colors ,PQ-2382C        ,"rgb(0,138,216)  ",#008AD8,                  ,product-design
  PQ_4967-colors ,PQ-2394C        ,"rgb(0,139,206)  ",#008BCE,                  ,product-design
  PQ_4967-colors ,PQ-ProcessBlueC ,"rgb(0,133,202)  ",#0085CA,                  ,product-design
  PQ_4967-colors ,PQ-3538C        ,"rgb(0,139,205)  ",#008BCD,                  ,product-design
  PQ_4967-colors ,PQ-349C         ,"rgb(4,106,56)   ",#046A38,                  ,product-design
  PQ_4967-colors ,PQ-3500C        ,"rgb(0,107,56)   ",#006B38,                  ,product-design
  PQ_4967-colors ,PQ-357C         ,"rgb(33,87,50)   ",#215732,                  ,product-design
  PQ_4967-colors ,PQ-553C         ,"rgb(40,71,52)   ",#284734,                  ,product-design
  PQ_4967-colors ,PQ-3425C        ,"rgb(0,99,65)    ",#006341,                  ,product-design
  PQ_4967-colors ,PQ-19-4914TCX   ,"rgb(24,69,75)   ",#18454B,Deep Teal         ,product-design
  PQ_4967-colors ,PQ-18-5322TCX   ,"rgb(0,95,86)    ",#005F56,Alpine Green      ,product-design
  PQ_4967-colors ,PQ-7476C        ,"rgb(13,82,87)   ",#0D5257,                  ,product-design
  PQ_4967-colors ,PQ-19-5226TCX   ,"rgb(0,91,93)    ",#005B5D,Everglade         ,product-design
  PQ_4967-colors ,PQ-2182C        ,"rgb(23,74,91)   ",#174A5B,                  ,product-design
  PQ_4967-colors ,PQ-7720C        ,"rgb(0,99,91)    ",#00635B,                  ,product-design
  PQ_4967-colors ,PQ-7721C        ,"rgb(0,94,93)    ",#005E5D,                  ,product-design
  PQ_4967-colors ,PQ-19-4234TCX   ,"rgb(11,83,105)  ",#0B5369,Ink Blue          ,product-design
  PQ_4967-colors ,PQ-19-4241TCX   ,"rgb(15,78,103)  ",#0F4E67,Moroccan Blue     ,product-design
  PQ_4967-colors ,PQ-323C         ,"rgb(0,95,97)    ",#005F61,                  ,product-design
  PQ_4967-colors ,PQ-8761C        ,"rgb(0,95,104)   ",#005F68,                  ,product-design
  PQ_4967-colors ,PQ-19-4342TCX   ,"rgb(0,94,125)   ",#005E7D,Seaport           ,product-design
  PQ_4967-colors ,PQ-19-4535TCX   ,"rgb(0,97,117)   ",#006175,Ocean Depths      ,product-design
  PQ_4967-colors ,PQ-18-4530TCX   ,"rgb(0,99,128)   ",#006380,Celestial         ,product-design
  PQ_4967-colors ,PQ-634C         ,"rgb(0,95,131)   ",#005F83,                  ,product-design
  PQ_4967-colors ,PQ-7469C        ,"rgb(0,95,134)   ",#005F86,                  ,product-design
  PQ_4967-colors ,PQ-7707C        ,"rgb(0,97,127)   ",#00617F,                  ,product-design
  PQ_4967-colors ,PQ-18-4330TCX   ,"rgb(0,126,177)  ",#007EB1,Swedish Blue      ,product-design
  PQ_4967-colors ,PQ-2727C        ,"rgb(48,127,226) ",#307FE2,                  ,product-design
  PQ_4967-colors ,PQ-2192C        ,"rgb(0,145,218)  ",#0091DA,                  ,product-design
  PQ_4967-colors ,PQ-2193C        ,"rgb(0,144,218)  ",#0090DA,                  ,product-design
  PQ_4967-colors ,PQ-19-6050TCX   ,"rgb(38,78,54)   ",#264E36,Eden              ,product-design
  PQ_4967-colors ,PQ-2258C        ,"rgb(0,133,34)   ",#008522,                  ,product-design
  PQ_4967-colors ,PQ-2266C        ,"rgb(51,85,37)   ",#335525,                  ,product-design
  PQ_4967-colors ,PQ-2426C        ,"rgb(0,140,21)   ",#008C15,                  ,product-design
  PQ_4967-colors ,PQ-350C         ,"rgb(44,82,52)   ",#2C5234,                  ,product-design
