  code             ,rgb             ,hex    ,name
  506 XGC          ,"rgb(129,58,82)  ",#813A52,    
  507 XGC          ,"rgb(215,159,176)",#D79FB0,    
  508 XGC          ,"rgb(231,180,191)",#E7B4BF,    
  509 XGC          ,"rgb(232,187,197)",#E8BBC5,    
  510 XGC          ,"rgb(233,197,203)",#E9C5CB,    
  511 XGC          ,"rgb(93,46,78)   ",#5D2E4E,    
  512 XGC          ,"rgb(129,53,119) ",#813577,    
  513 XGC          ,"rgb(143,53,138) ",#8F358A,    
  514 XGC          ,"rgb(197,142,187)",#C58EBB,    
  515 XGC          ,"rgb(214,173,204)",#D6ADCC,    
  516 XGC          ,"rgb(222,191,214)",#DEBFD6,    
  517 XGC          ,"rgb(228,198,217)",#E4C6D9,    
  518 XGC          ,"rgb(80,58,79)   ",#503A4F,    
  519 XGC          ,"rgb(91,58,97)   ",#5B3A61,    
  520 XGC          ,"rgb(103,59,111) ",#673B6F,    
  521 XGC          ,"rgb(166,131,179)",#A683B3,    
  522 XGC          ,"rgb(184,160,197)",#B8A0C5,    
  523 XGC          ,"rgb(199,181,207)",#C7B5CF,    
  524 XGC          ,"rgb(212,200,218)",#D4C8DA,    
  525 XGC          ,"rgb(86,37,92)   ",#56255C,    
  526 XGC          ,"rgb(116,48,140) ",#74308C,    
  527 XGC          ,"rgb(126,64,160) ",#7E40A0,    
  528 XGC          ,"rgb(173,135,192)",#AD87C0,    
  529 XGC          ,"rgb(197,169,207)",#C5A9CF,    
  530 XGC          ,"rgb(209,188,216)",#D1BCD8,    
  531 XGC          ,"rgb(218,202,222)",#DACADE,    
  532 XGC          ,"rgb(28,29,46)   ",#1C1D2E,    
  533 XGC          ,"rgb(37,43,70)   ",#252B46,    
  534 XGC          ,"rgb(17,54,95)   ",#11365F,    
  535 XGC          ,"rgb(143,159,188)",#8F9FBC,    
  536 XGC          ,"rgb(162,177,200)",#A2B1C8,    
  537 XGC          ,"rgb(185,198,215)",#B9C6D7,    
  538 XGC          ,"rgb(194,207,216)",#C2CFD8,    
  539 XGC          ,"rgb(5,40,61)    ",#05283D,    
  540 XGC          ,"rgb(0,48,85)    ",#003055,    
  541 XGC          ,"rgb(0,56,104)   ",#003868,    
  542 XGC          ,"rgb(115,176,217)",#73B0D9,    
  543 XGC          ,"rgb(161,202,228)",#A1CAE4,    
  544 XGC          ,"rgb(186,215,233)",#BAD7E9,    
  545 XGC          ,"rgb(196,220,234)",#C4DCEA,    
  546 XGC          ,"rgb(0,42,50)    ",#002A32,    
  547 XGC          ,"rgb(0,54,67)    ",#003643,    
  548 XGC          ,"rgb(0,65,83)    ",#004153,    
  549 XGC          ,"rgb(113,166,189)",#71A6BD,    
  550 XGC          ,"rgb(147,186,205)",#93BACD,    
  551 XGC          ,"rgb(167,198,214)",#A7C6D6,    
  552 XGC          ,"rgb(187,211,222)",#BBD3DE,    
  553 XGC          ,"rgb(34,70,49)   ",#224631,    
  554 XGC          ,"rgb(23,88,60)   ",#17583C,    
  555 XGC          ,"rgb(27,109,74)  ",#1B6D4A,    
  556 XGC          ,"rgb(101,158,128)",#659E80,    
  557 XGC          ,"rgb(124,173,147)",#7CAD93,    
