  code      ,rgb             ,hex    ,name
  P 21-6 U  ,"rgb(191,133,81) ",#BF8551,    
  P 21-7 U  ,"rgb(183,121,74) ",#B7794A,    
  P 21-8 U  ,"rgb(176,114,73) ",#B07249,    
  P 21-9 U  ,"rgb(209,171,122)",#D1AB7A,    
  P 21-10 U ,"rgb(204,162,109)",#CCA26D,    
  P 21-11 U ,"rgb(196,151,100)",#C49764,    
  P 21-12 U ,"rgb(188,139,90) ",#BC8B5A,    
  P 21-13 U ,"rgb(178,129,83) ",#B28153,    
  P 21-14 U ,"rgb(171,120,76) ",#AB784C,    
  P 21-15 U ,"rgb(163,111,72) ",#A36F48,    
  P 21-16 U ,"rgb(159,108,72) ",#9F6C48,    
  P 22-1 U  ,"rgb(222,197,162)",#DEC5A2,    
  P 22-2 U  ,"rgb(210,179,137)",#D2B389,    
  P 22-3 U  ,"rgb(200,164,118)",#C8A476,    
  P 22-4 U  ,"rgb(188,150,105)",#BC9669,    
  P 22-5 U  ,"rgb(173,133,88) ",#AD8558,    
  P 22-6 U  ,"rgb(165,123,79) ",#A57B4F,    
  P 22-7 U  ,"rgb(154,111,74) ",#9A6F4A,    
  P 22-8 U  ,"rgb(141,100,69) ",#8D6445,    
  P 22-9 U  ,"rgb(213,189,152)",#D5BD98,    
  P 22-10 U ,"rgb(201,171,129)",#C9AB81,    
  P 22-11 U ,"rgb(187,155,111)",#BB9B6F,    
  P 22-12 U ,"rgb(176,142,98) ",#B08E62,    
  P 22-13 U ,"rgb(161,126,84) ",#A17E54,    
  P 22-14 U ,"rgb(147,113,76) ",#93714C,    
  P 22-15 U ,"rgb(134,101,71) ",#866547,    
  P 22-16 U ,"rgb(118,90,68)  ",#765A44,    
  P 23-1 U  ,"rgb(217,201,173)",#D9C9AD,    
  P 23-2 U  ,"rgb(211,191,159)",#D3BF9F,    
  P 23-3 U  ,"rgb(206,182,149)",#CEB695,    
  P 23-4 U  ,"rgb(192,169,135)",#C0A987,    
  P 23-5 U  ,"rgb(187,163,129)",#BBA381,    
  P 23-6 U  ,"rgb(180,154,122)",#B49A7A,    
  P 23-7 U  ,"rgb(171,144,113)",#AB9071,    
  P 23-8 U  ,"rgb(167,139,108)",#A78B6C,    
  P 23-9 U  ,"rgb(158,134,107)",#9E866B,    
  P 23-10 U ,"rgb(148,127,102)",#947F66,    
  P 23-11 U ,"rgb(142,121,98) ",#8E7962,    
  P 23-12 U ,"rgb(132,114,94) ",#84725E,    
  P 23-13 U ,"rgb(125,108,91) ",#7D6C5B,    
  P 23-14 U ,"rgb(116,102,88) ",#746658,    
  P 23-15 U ,"rgb(107,95,82)  ",#6B5F52,    
  P 23-16 U ,"rgb(99,90,79)   ",#635A4F,    
  P 24-1 U  ,"rgb(248,201,148)",#F8C994,    
  P 24-2 U  ,"rgb(246,192,130)",#F6C082,    
  P 24-3 U  ,"rgb(243,181,116)",#F3B574,    
  P 24-4 U  ,"rgb(241,170,102)",#F1AA66,    
  P 24-5 U  ,"rgb(238,158,90) ",#EE9E5A,    
  P 24-6 U  ,"rgb(235,146,81) ",#EB9251,    
  P 24-7 U  ,"rgb(233,132,74) ",#E9844A,    
  P 24-8 U  ,"rgb(230,124,73) ",#E67C49,    
  P 24-9 U  ,"rgb(245,225,197)",#F5E1C5,    
  P 24-10 U ,"rgb(241,211,168)",#F1D3A8,    
  P 24-11 U ,"rgb(233,192,140)",#E9C08C,    
  P 24-12 U ,"rgb(228,177,118)",#E4B176,    
  P 24-13 U ,"rgb(220,160,99) ",#DCA063,    
  P 24-14 U ,"rgb(210,142,85) ",#D28E55,    
  P 24-15 U ,"rgb(201,125,73) ",#C97D49,    
  P 24-16 U ,"rgb(192,112,70) ",#C07046,    
  P 25-1 U  ,"rgb(225,189,149)",#E1BD95,    
  P 25-2 U  ,"rgb(215,175,133)",#D7AF85,    
  P 25-3 U  ,"rgb(209,163,118)",#D1A376,    
  P 25-4 U  ,"rgb(198,148,104)",#C69468,    
  P 25-5 U  ,"rgb(189,133,92) ",#BD855C,    
  P 25-6 U  ,"rgb(178,120,82) ",#B27852,    
  P 25-7 U  ,"rgb(168,109,76) ",#A86D4C,    
  P 25-8 U  ,"rgb(160,98,72)  ",#A06248,    
  P 25-9 U  ,"rgb(207,170,130)",#CFAA82,    
  P 25-10 U ,"rgb(197,157,117)",#C59D75,    
  P 25-11 U ,"rgb(188,143,104)",#BC8F68,    
  P 25-12 U ,"rgb(178,131,94) ",#B2835E,    
  P 25-13 U ,"rgb(169,120,84) ",#A97854,    
  P 25-14 U ,"rgb(159,110,78) ",#9F6E4E,    
  P 25-15 U ,"rgb(151,102,75) ",#97664B,    
  P 25-16 U ,"rgb(145,94,71)  ",#915E47,    
  P 26-1 U  ,"rgb(207,178,144)",#CFB290,    
  P 26-2 U  ,"rgb(195,163,128)",#C3A380,    
  P 26-3 U  ,"rgb(183,149,113)",#B79571,    
  P 26-4 U  ,"rgb(170,133,98) ",#AA8562,    
  P 26-5 U  ,"rgb(158,121,87) ",#9E7957,    
  P 26-6 U  ,"rgb(146,108,78) ",#926C4E,    
